item_code
22675
20010
4243
23108
13200
22888
19224
627249
15121
15814
25151
21334
2313
1538
4227
2020
5428
21822
14427
14451
16829
20117
20060
5312
27090
19054
3662
363089
442811
217784
449306
437689
435130
441133
452798
614455
472306
470262
617253
615956
2348
2330
3778
412006
377732
613419
464064
481292
356286
468501
466974
302514
233160
610542
385147
250994
467559
326470
326440
232852
375924
260613
19810
412637
459713
18724
4545
21172
14826
464733
380489
627239
619586
466700
393390
601931
602069
328359
303493
303492
305752
610088
16152
13455
627873
303628
330578
462426
283739
343579
439256
274193
480837
602214
14249
2461
16314
1627
424686
474905
419905
438353
432511
410861
410854
614566
27189
227054
4189
3883
25232
15270
13943
298880
467358
446044
607571
15458
443579
342903
25640
6556
441930
393007
437494
604945
315550
446882
262688
353503
603594
448512
318630
463560
463559
220981
305360
231463
299594
334771
443004
463997
463590
471305
364040
394156
369660
616151
462283
225113
384038
364041
423630
428137
427908
428135
428139
428138
426782
428136
428727
255926
427875
433147
427876
607019
604936
452676
452673
452674
452677
605118
464923
435898
446955
604965
604935
607047
607003
357793
269945
269946
269839
397957
269837
313655
400848
313658
313656
313657
312217
312215
269892
269893
342918
313652
313653
313654
337450
375935
428627
485312
485530
428620
282627
375911
610285
610298
610274
610292
609775
440372
429087
377425
377598
433639
376210
417070
372348
396146
417047
411019
410065
427479
427478
431205
408186
409649
454840
409030
408696
450155
479642
437166
437167
479641
445397
437165
333431
617326
458080
457287
458078
442386
452744
445801
442490
442391
466574
442481
443439
462298
389458
385187
230570
230571
374970
234551
616272
616271
616270
616269
610180
610284
208460
208492
372848
363484
363483
363482
604234
385311
610246
613764
613759
613756
613762
482455
454824
443469
439630
439625
439624
439636
439626
439627
438933
442279
442278
479648
422817
450961
454224
454222
451251
451283
451281
451285
451286
451282
451214
451322
451323
451288
451325
467659
451334
451321
467658
451348
451314
451385
451227
451256
451320
451254
451319
451213
8974
451377
451371
451375
451381
451358
479655
454225
451311
451284
451337
451380
451329
451379
427150
450963
451397
451318
451312
465285
428883
440104
442247
465172
468247
606302
478167
452250
603880
456064
428902
436810
447065
479752
479753
479755
612010
428439
428440
428441
430376
428864
430380
428869
433590
433526
434580
433584
443988
477258
443990
443991
443992
458245
395787
312709
473581
355485
463000
603704
453771
454173
617465
442461
601639
459256
459261
475418
434434
482112
459088
481317
459258
459097
395788
425352
615302
449396
452983
452981
452990
454399
454391
454406
289967
373735
289968
289970
223504
289966
289969
321787
478899
478679
395230
282235
277589
479614
479616
282738
321786
475102
437217
435906
435907
435909
435910
435905
435903
438981
463617
463621
463618
463623
463619
364048
438983
435902
435298
435900
435892
435893
435895
452017
452027
452016
377793
241162
481904
481905
460565
346045
464784
452021
487370
487375
487374
487366
487362
487356
487344
487607
600168
604836
487524
487371
487369
487372
487359
600176
487454
487476
487401
487393
487443
487203
487638
332460
478616
438065
438060
438062
453561
454803
602167
479828
617196
334606
401202
319162
435448
304407
372527
437662
225383
325558
415432
616126
411254
304738
609094
443833
443829
443836
443832
443835
443830
466811
443828
443826
443827
436006
433386
469313
440821
457453
474377
461243
461245
461244
466537
438929
394593
457456
436597
437118
444862
413956
406717
318871
454372
454374
406714
435191
606121
435180
454555
454583
454582
454581
454590
454575
454645
454599
454547
456409
456410
456411
451146
435424
454596
479657
471380
605370
449397
471246
438390
438973
278479
436735
609808
457557
609478
609713
609799
609738
479659
457480
459694
457517
457523
448124
443858
438529
438530
438528
438502
464737
464738
438474
438475
438471
438468
438508
438507
440640
438467
440639
438245
438244
438243
487621
600140
600139
600138
487022
487033
487011
486999
486994
486974
486981
486964
486951
486955
486943
487654
600141
487403
487456
487148
455945
455946
455947
458289
469440
450946
461424
437295
437302
437471
444365
437179
437181
460347
437178
437182
441271
487450
487428
487416
600164
600165
487264
487254
487255
487535
487529
487505
487496
487489
606050
487381
605420
487671
487347
615301
440107
440111
440110
440112
440120
440122
440126
481964
474381
479622
446815
468755
617502
441981
445893
369314
477276
406640
479626
477825
479615
435413
450951
439812
439811
439804
439808
439805
442144
437170
437171
437169
437343
389168
389182
605314
389230
450948
389251
388560
406032
378432
406034
389218
405924
403932
436747
613940
404812
471996
439022
446019
611269
433755
428868
440108
440116
440115
440117
465682
440121
463295
433791
446931
303683
456302
442814
463532
386384
445484
461222
459077
464232
462593
449087
242845
431520
415186
478159
483841
484840
484828
484808
484784
484954
484756
483840
484749
483395
484870
486306
483399
483440
483437
437866
437865
437867
279065
321021
332343
481531
481526
483397
481530
446603
441592
614334
615985
615986
407483
466614
351559
279726
279727
443022
427720
291980
448248
448245
448249
448244
477507
477510
477513
444355
444371
444373
444343
474447
444609
444613
444614
444606
444610
444612
432048
436856
452217
452225
452246
281425
281428
281426
455921
455922
455923
445962
460137
460138
445968
445964
452097
369204
442272
281657
477288
485107
479668
479673
477867
479672
377023
283964
481790
434965
616011
616003
616001
616014
616013
616002
616005
358051
437887
437888
431252
431232
431231
435028
435030
450086
459061
285532
471044
440918
449966
293057
427018
608185
460913
435801
477906
445572
371977
412613
412616
600432
482161
321900
438931
423465
442356
463228
435043
335527
353047
284009
356878
432816
468205
244441
408983
